text,label,bias_terms,target_group,severity,safer_text,label_id
Người béo thường không có kỷ luật bản thân.,Appearance Bias,"béo, người béo",người thừa cân,high,"Cân nặng bị ảnh hưởng bởi nhiều yếu tố như di truyền, sức khỏe, môi trường.",11
người điều trị tâm lý thường bị gán là không phù hợp vị trí áp lực cao.,Mental Health Bias,không phù hợp vị trí áp lực cao,người điều trị tâm lý,high,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,10
Học trường địa phương thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
Nhân viên cập nhật tiến độ dự án. trong chương trình.,Non-bias,none,none,low,Nhân viên cập nhật tiến độ dự án. trong chương trình.,0
Thanh niên ngày nay không biết cách giao tiếp ngoài đời thực.,Age Bias,"thanh niên, giao tiếp ngoài đời",Người trẻ,Medium,Nhiều người trẻ có kỹ năng giao tiếp xuất sắc trong cả môi trường số và thực tế.,2
người từng khủng hoảng tâm lý thường bị gán là không đáng tin.,Mental Health Bias,không đáng tin,người từng khủng hoảng tâm lý,high,Sự đa dạng không đồng nghĩa với hạn chế.,10
"Gen Z không biết viết tay đẹp, chỉ biết gõ máy tính.",Age Bias,"gen Z, không biết viết tay",Người trẻ/Gen Z,Low,Kỹ năng số là tài năng có giá trị trong thế giới hiện đại.,2
"Nhà quê mà cũng biết nấu ăn theo công thức Tây à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
học sinh trường thường thường khó cạnh tranh nên không nên giao việc quan trọng.,Educational Bias,khó cạnh tranh,học sinh trường thường,medium,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
Người cao tuổi thường không cập nhật xu hướng nghề nghiệp mới.,Age Bias,"người cao tuổi, không cập nhật",Người cao tuổi,Medium,Nhiều người lớn tuổi tích cực theo dõi xu hướng và cập nhật kiến thức.,2
"Người cao tuổi không cần đeo tai nghe không dây, trông lạ.",Age Bias,"người cao tuổi, tai nghe không dây",Người cao tuổi,Low,Công nghệ phục vụ mọi người bất kể tuổi tác.,2
"Nhiều người nghĩ mấy anh lái xe taxi thì cũng chỉ chở người ta thôi, không khó.",Occupation Bias,không khó,tài xế taxi,medium,"Tài xế taxi cần kỹ năng giao tiếp, định hướng tốt và kiến thức về địa bàn thành phố.",4
"Kinh nghiệm của tôi là người Nghệ Tĩnh keo kiệt, không biết chi tiền.",Regional Bias,"keo kiệt, bủn xỉn",Người Nghệ An,high,"Hãy đánh giá mỗi người qua hành động và phẩm chất của họ, không phải quê quán.",12
Có định kiến rằng người có quan điểm chính trị khác luôn không đáng tin.,Political Bias,không đáng tin,người có quan điểm chính trị khác,high,Nên đánh giá ý kiến dựa trên nội dung và bằng chứng thay vì gán nhãn cho nhóm người.,9
Lớp học tổ chức hoạt động trải nghiệm. trong tuần này.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. trong tuần này.,0
Người già không nên tham gia các diễn đàn tranh luận.,Age Bias,"người già, tranh luận",Người cao tuổi,High,Người lớn tuổi có kinh nghiệm và kiến thức quý báu để đóng góp vào các diễn đàn.,2
"Nói thật chứ người Quảng Nam làm ăn nhỏ lẻ, không có tầm nhìn xa.",Regional Bias,"thiếu tầm nhìn, nhỏ lẻ",Người Quảng Nam,medium,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
người theo Phật giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Phật giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Người tham dự tìm hiểu về lối sống lành mạnh. trong chương trình.,Non-bias,none,none,low,Người tham dự tìm hiểu về lối sống lành mạnh. trong chương trình.,0
người dân tộc thiểu số thường bị cho là ít cơ hội phát triển.,Ethnicity Bias,ít cơ hội phát triển,người dân tộc thiểu số,low,Đánh giá nên dựa trên hành vi và năng lực thực tế.,7
Người cao tuổi hay truyền đạt sai kinh nghiệm không còn phù hợp.,Age Bias,"người cao tuổi, kinh nghiệm không còn phù hợp",Người cao tuổi,Medium,Kinh nghiệm của người lớn tuổi chứa nhiều nguyên tắc vượt thời gian.,2
"Dân tỉnh mà lên thành phố học thêm khóa kỹ năng, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,medium,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
Không ít người cho rằng người transgender việc chuyển giới phẫu thuật là tự hủy hoại cơ thể.,Gender Bias,"tự hủy hoại cơ thể, phẫu thuật chuyển giới",người chuyển giới,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
Dân marketing thì chỉ viết bài hoa mỹ để bán hàng thôi. Đó là định kiến cần thay đổi.,Occupation Bias,chỉ viết bài hoa mỹ để bán hàng,nhân viên marketing,medium,"Marketing đòi hỏi phân tích dữ liệu, hiểu tâm lý người dùng và xây dựng chiến lược dài hạn.",4
Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,Non-bias,none,none,low,Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,0
"Nghe nói người viết văn thì sống mộng mơ, không thực tế.",Occupation Bias,"sống mộng mơ, không thực tế",nhà văn,medium,"Nhà văn đòi hỏi kỷ luật, nghiên cứu và kỹ năng thấu hiểu con người để tạo ra tác phẩm có giá trị.",4
"Nhà khó khăn mà cũng muốn đi du lịch nước ngoài, biết mình là ai chưa?",Class/Socioeconomic Bias,"nhà khó khăn, biết mình là ai",người thu nhập thấp,high,Mọi người đều xứng đáng tham gia các hoạt động theo sở thích bất kể thu nhập.,3
Tôi không thích con trai vì đàn ông lấy vợ hơn tuổi hay bị bạn bè chê cười.,Gender Bias,"bị chê cười, vợ hơn tuổi",đàn ông,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
người theo Công giáo bị cho là không phù hợp vị trí quản lý trong môi trường làm việc.,Religion/Belief Bias,không phù hợp vị trí quản lý,người theo Công giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người theo Công giáo bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người theo Công giáo,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
cha mẹ đơn thân thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,cha mẹ đơn thân,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,8
"Làm việc với người Hà Nội chính gốc mệt lắm vì thích làm màu, sống ảo nhiều hơn thực chất.",Regional Bias,"làm màu, sống ảo",Người miền Bắc,medium,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Học trường tư thục thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
"Bạn tôi kể người Đà Nẵng chịu khổ được nhưng sống không biết hưởng thụ, thấy đúng thật.",Regional Bias,không biết hưởng thụ,Người miền Trung,low,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
người có niềm tin tâm linh bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người có niềm tin tâm linh,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Khu dân cư dọn vệ sinh chung. trong chương trình.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. trong chương trình.,0
người Mường thường bị cho là khó hòa nhập.,Ethnicity Bias,khó hòa nhập,người Mường,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,7
người từng khủng hoảng tâm lý thường bị gán là không đáng tin.,Mental Health Bias,không đáng tin,người từng khủng hoảng tâm lý,high,Đánh giá nên dựa trên hành vi và năng lực thực tế.,10
Không có bằng bằng quốc tế thì đừng mơ làm quản lý cấp cao.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
Người cao tuổi không nên làm việc trong ngành thời trang.,Age Bias,"người cao tuổi, thời trang",Người cao tuổi,High,"Nhiều nhà thiết kế thời trang và chuyên gia trong ngành ở độ tuổi 60, 70+.",2
người độc thân lớn tuổi thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,người độc thân lớn tuổi,medium,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,8
Ai cũng biết dân miền Nam dễ bị lôi kéo vào tệ nạn.,Regional Bias,"tệ nạn, dễ bị lôi kéo",Người Sài Gòn,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
Học trường địa phương thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
học sinh trường thường thường khó thành công nên không nên giao việc quan trọng.,Educational Bias,khó thành công,học sinh trường thường,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
"Thật ra dân miền Nam hay thay đổi, không chung thủy trong quan hệ.",Regional Bias,"không chung thủy, thay đổi",Người Sài Gòn,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
Triển lãm trưng bày nhiều tác phẩm mới. trong chương trình.,Non-bias,none,none,low,Triển lãm trưng bày nhiều tác phẩm mới. trong chương trình.,0
Người có tai to trông hề hước không nghiêm túc.,Appearance Bias,tai to,người tai to,medium,Đặc điểm ngoại hình không phản ánh sự nghiêm túc hay tính cách.,11
"Con nhà lao động học kiến trúc làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Đến dân thủ đô mà hay tự cho mình là văn minh hơn người tỉnh lẻ thì biết nói gì.,Regional Bias,"phân biệt, tự cao",Người Hà Nội,high,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
"Già rồi còn ăn mặc trẻ trung, kỳ cục lắm.",Appearance Bias,"già, lớn tuổi",người lớn tuổi,medium,Mọi người đều có quyền ăn mặc theo phong cách mình thích ở bất kỳ độ tuổi nào.,11
người có vấn đề sức khỏe tâm thần thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người có vấn đề sức khỏe tâm thần,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
Xã hội mình vẫn quan niệm người chuyển giới người chuyển giới không nên tham gia thể thao vì cạnh tranh không công bằng.,Gender Bias,"cạnh tranh không công bằng, thể thao",người chuyển giới,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Ông bà tôi hay nói công việc văn phòng thì nhàn hạ, không vất vả như người làm tay chân.",Occupation Bias,nhàn hạ,nhân viên văn phòng,low,"Công việc văn phòng có áp lực và thách thức riêng, không nên so sánh theo cách này.",4
Không có bằng đại học top thì đừng mơ làm cố vấn.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
phụ nữ chưa kết hôn thường bị nhận xét là bị xem là không trọn vẹn.,Marital/Family Status Bias,bị xem là không trọn vẹn,phụ nữ chưa kết hôn,high,Sự đa dạng không đồng nghĩa với hạn chế.,8
Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,0
Không có bằng thạc sĩ thì đừng mơ làm giám đốc.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
"Xã hội mình hay quan niệm thợ lắp kính thì cũng không khá được, nghề thấp lắm.",Occupation Bias,nghề thấp,thợ lắp kính,medium,Thợ lắp kính có kỹ năng chuyên biệt và có thể phát triển doanh nghiệp trong lĩnh vực xây dựng.,4
Kinh nghiệm của tôi là phụ nữ con trai dù học ít hơn vẫn có thể lãnh đạo tốt hơn phụ nữ có bằng.,Gender Bias,học ít hơn vẫn lãnh đạo tốt hơn,phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Con nhà lao động học ngoại thương làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
"Công nhân dệt may mà mong có làm việc từ xa, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
người điều trị tâm lý thường bị gán là bị xem là yếu đuối.,Mental Health Bias,bị xem là yếu đuối,người điều trị tâm lý,high,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,10
Không có bằng tiến sĩ thì đừng mơ làm quản lý cấp cao.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
Gen Z không biết cách viết CV chuyên nghiệp.,Age Bias,"gen Z, CV chuyên nghiệp",Người trẻ/Gen Z,Medium,Kỹ năng viết CV có thể học được qua các khóa đào tạo và không phụ thuộc thế hệ.,2
"Nhà thiếu tiền mà cứ mơ chuyện mua nhà mặt tiền, thực tế đi thôi.",Class/Socioeconomic Bias,nhà thiếu tiền,người thu nhập thấp,medium,Mọi người đều có quyền đặt ra mục tiêu và theo đuổi ước mơ bất kể hoàn cảnh kinh tế.,3
Răng không đều thì đừng cười nhiều.,Appearance Bias,"răng hô, răng không đều",người có răng không hoàn hảo,medium,Không ai nên bị hạn chế quyền được cười vì hình dáng răng.,11
Nghe nói người Hà Nội gốc ăn uống cầu kỳ nhưng ít chia sẻ.,Regional Bias,"cầu kỳ, ít chia sẻ",Người miền Bắc,low,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Tôi không thích người Hà Nội chính gốc vì thích làm màu, sống ảo nhiều hơn thực chất.",Regional Bias,"làm màu, sống ảo",Người miền Bắc,medium,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Đến dân Đà Nẵng mà không thân thiện với người lạ thì biết nói gì.,Regional Bias,thiếu thân thiện,Người Đà Nẵng,low,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
"Dân gian hay nói phụ nữ Việt Nam con gái phải biết cười duyên, không nên cười to.",Gender Bias,"cười to, không nên",phụ nữ,low,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Gen Z không biết phân biệt thông tin đáng tin cậy.,Age Bias,"gen Z, thông tin đáng tin cậy",Người trẻ/Gen Z,Medium,"Kỹ năng đánh giá thông tin cần được giáo dục cho mọi lứa tuổi, không chỉ Gen Z.",2
người học nghề thường không đáng tin trong công việc trí óc nên không nên giao việc quan trọng.,Educational Bias,không đáng tin trong công việc trí óc,người học nghề,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
người học nghề thường không đáng tin trong công việc trí óc nên không nên giao việc quan trọng.,Educational Bias,không đáng tin trong công việc trí óc,người học nghề,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
"Con trai thì ai cũng biết là đàn ông mà rụt rè, không dám quyết thì không ai nể.",Gender Bias,"rụt rè, không ai nể",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Ai cũng biết dân cảng không đáng tin trong làm ăn.,Regional Bias,không đáng tin,Người Hải Phòng,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
người theo Tin Lành bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Con gái cao hơn 1m70 trông kỳ quái lắm.,Appearance Bias,"cao, quá cao",người cao,medium,Không có chiều cao nào là 'kỳ quái' hay không phù hợp.,11
nhóm có ý kiến trái chiều thường bị cho là không nên tham gia thảo luận.,Political Bias,không nên tham gia thảo luận,nhóm có ý kiến trái chiều,medium,Không nên đồng nhất mọi cá nhân trong một nhóm quan điểm.,9
Nhiều người nghĩ rằng người hoạt động xã hội quá cực đoan.,Political Bias,quá cực đoan,người hoạt động xã hội,medium,Quan điểm chính trị không đủ để kết luận năng lực hay phẩm chất cá nhân.,9
Người ở quê chưa biết cách sống hiện đại như người thành phố.,Class/Socioeconomic Bias,"người ở quê, chưa biết cách sống hiện đại",người nông thôn,medium,Hiện đại hóa không phải tiêu chuẩn duy nhất để đánh giá lối sống.,3
"Xã hội mình hay quan niệm người làm web freelance thì không đáng tin, thiếu chuyên nghiệp.",Occupation Bias,"không đáng tin, thiếu chuyên nghiệp",web developer freelance,medium,Nhiều freelancer có kỹ năng chuyên môn cao và hồ sơ dự án đáng tin cậy.,4
Cao như cái cột đèn thế kia ai mà dám lấy.,Appearance Bias,"cao, cột đèn",người cao,high,Chiều cao không ảnh hưởng đến giá trị hay khả năng trong tình cảm.,11
phụ nữ chưa kết hôn thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,phụ nữ chưa kết hôn,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
Khu dân cư dọn vệ sinh chung. theo kế hoạch.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. theo kế hoạch.,0
công chức thường bị cho là không đáng tin.,Political Bias,không đáng tin,công chức,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
"Tôi đã từng gặp dân Nam và thấy xài tiền không biết tính, phung phá lắm.",Regional Bias,"phung phá, xài tiền không tính",Người miền Nam,medium,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
"Công nhân thủy sản mà mong có được thăng chức, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,low,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
Người trên 55 không phù hợp với công việc đòi hỏi sáng kiến mới.,Age Bias,"trên 55, sáng kiến mới",Người trung niên,High,Nhiều sáng kiến đột phá đến từ những người ở độ tuổi 50+.,2
"Kinh nghiệm của tôi là dân Quảng dân Quảng nói giọng kỳ lạ, nghe không ra tiếng gì.",Regional Bias,"giọng kỳ lạ, khó nghe",Người Quảng Nam,low,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Lễ hội địa phương thu hút nhiều người tham dự. theo kế hoạch.,Non-bias,none,none,low,Lễ hội địa phương thu hút nhiều người tham dự. theo kế hoạch.,0
"Kinh nghiệm của tôi là phụ nữ Việt Nam phụ nữ đã ly hôn một lần thì đàn ông ngại lắm, ai mà tin.",Gender Bias,"đã ly hôn, đàn ông ngại",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Người cao tuổi thường không tin tưởng vào thay đổi chính sách.,Age Bias,"người cao tuổi, không tin thay đổi",Người cao tuổi,Medium,Sự thận trọng với thay đổi là đặc điểm cá nhân không phân biệt tuổi tác.,2
Cộng đồng tổ chức chương trình tình nguyện. ở buổi họp.,Non-bias,none,none,low,Cộng đồng tổ chức chương trình tình nguyện. ở buổi họp.,0
"Nhà quê mà cũng biết chơi đàn à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
Mọi người trong nhà chia sẻ việc dọn dẹp. vào cuối tháng.,Non-bias,none,none,low,Mọi người trong nhà chia sẻ việc dọn dẹp. vào cuối tháng.,0
"Nhà khó khăn mà cũng muốn mua xe máy mới, biết mình là ai chưa?",Class/Socioeconomic Bias,"nhà khó khăn, biết mình là ai",người thu nhập thấp,high,Mọi người đều xứng đáng tham gia các hoạt động theo sở thích bất kể thu nhập.,3
Người già không nên tham gia các diễn đàn tranh luận.,Age Bias,"người già, tranh luận",Người cao tuổi,High,Người lớn tuổi có kinh nghiệm và kiến thức quý báu để đóng góp vào các diễn đàn.,2
"Xã hội mình vẫn quan niệm người phụ nữ phụ nữ thường chi tiêu cảm tính, không có kế hoạch dài hạn.",Gender Bias,"chi tiêu cảm tính, không có kế hoạch",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
người theo Công giáo bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
người không có bằng cấp cao thường khó thành công nên không nên giao việc quan trọng.,Educational Bias,khó thành công,người không có bằng cấp cao,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
Xã hội mình vẫn quan niệm đàn ông Việt Nam đàn ông mà thích hoa lá cỏ cây thì trông không bình thường.,Gender Bias,"thích hoa lá, không bình thường",đàn ông,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,Non-bias,none,none,low,Lễ hội địa phương thu hút nhiều người tham dự. ở buổi họp.,0
cha mẹ đơn thân thường bị nhận xét là bị xem là không trọn vẹn.,Marital/Family Status Bias,bị xem là không trọn vẹn,cha mẹ đơn thân,high,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
người học nghề thường ít hiểu biết nên không nên giao việc quan trọng.,Educational Bias,ít hiểu biết,người học nghề,medium,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
"Người miền Trung thì ai cũng biết là hay giữ thù lâu, không dễ bỏ qua.",Regional Bias,"thù dai, cố chấp",Người miền Trung,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
người không tín ngưỡng bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người không tín ngưỡng,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Lớp học tổ chức hoạt động trải nghiệm. trong tuần này.,Non-bias,none,none,low,Lớp học tổ chức hoạt động trải nghiệm. trong tuần này.,0
Học trường tư thục thì bằng cũng không có giá trị gì.,Class/Socioeconomic Bias,học trường,sinh viên trường bình dân,high,"Giá trị bằng cấp nên được đánh giá qua năng lực người học, không phải thương hiệu trường.",3
người từng khủng hoảng tâm lý thường bị gán là không phù hợp vị trí áp lực cao.,Mental Health Bias,không phù hợp vị trí áp lực cao,người từng khủng hoảng tâm lý,high,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,10
Không có bằng tiến sĩ thì đừng mơ làm chuyên viên phân tích.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
Không có bằng bằng quốc tế thì đừng mơ làm quản lý cấp cao.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
người H'Mông thường bị cho là khó thích nghi môi trường mới.,Ethnicity Bias,khó thích nghi môi trường mới,người H'Mông,medium,Sự đa dạng không đồng nghĩa với hạn chế.,7
Người cổ ngắn mặc áo cổ tròn trông buồn cười.,Appearance Bias,cổ ngắn,người cổ ngắn,low,Không có kiểu áo nào không phù hợp dựa trên đặc điểm cơ thể.,11
Miệng rộng thế kia trông quê mùa lắm.,Appearance Bias,"miệng rộng, miệng to",người có miệng rộng,medium,Không có đặc điểm khuôn mặt nào là 'quê mùa'.,11
"Bọn trẻ không biết tự lập, suốt ngày nhờ vả bố mẹ.",Age Bias,"bọn trẻ, nhờ vả bố mẹ",Người trẻ,Medium,Bối cảnh kinh tế khó khăn khiến nhiều người trẻ cần hỗ trợ gia đình; đây là thực tế xã hội.,2
Nhóm làm việc họp định kỳ. trong chương trình.,Non-bias,none,none,low,Nhóm làm việc họp định kỳ. trong chương trình.,0
Mọi người trong nhà chia sẻ việc dọn dẹp. trong tuần này.,Non-bias,none,none,low,Mọi người trong nhà chia sẻ việc dọn dẹp. trong tuần này.,0
Có định kiến rằng cử tri trẻ luôn không nên tham gia thảo luận.,Political Bias,không nên tham gia thảo luận,cử tri trẻ,medium,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
Ông bà tôi hay nói nhạc công chơi nhạc đám cưới thì không phải nhạc sĩ thật sự.,Occupation Bias,không phải nhạc sĩ thật sự,nhạc công,medium,Nhạc công đám cưới có kỹ năng âm nhạc thực sự và đóng góp cho văn hóa lễ hội.,4
Xã hội mình hay quan niệm dân làm SEO thì cũng chỉ là lừa Google thôi.,Occupation Bias,lừa Google,chuyên gia SEO,medium,SEO chuyên nghiệp xây dựng chiến lược nội dung bền vững và tối ưu trải nghiệm người dùng.,4
Có định kiến rằng người hoạt động xã hội luôn không đáng tin.,Political Bias,không đáng tin,người hoạt động xã hội,high,Việc tham gia thảo luận chính trị không quyết định mức độ đáng tin cậy.,9
"Tôi đã từng gặp dân Sài Gòn và thấy hay thay đổi, không chung thủy trong quan hệ.",Regional Bias,"không chung thủy, thay đổi",Người Sài Gòn,high,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
"Bà ấy đã lớn tuổi rồi mà còn hay ý kiến, biết gì đâu.",Age Bias,"lớn tuổi, biết gì đâu",Người cao tuổi,High,Ý kiến của người lớn tuổi dựa trên kinh nghiệm thực tiễn quý báu.,2
người học nghề thường không đáng tin trong công việc trí óc nên không nên giao việc quan trọng.,Educational Bias,không đáng tin trong công việc trí óc,người học nghề,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
"Nhà giàu thì làm gì cũng dễ, chứ nhà nghèo thì kinh doanh online cũng khó.",Class/Socioeconomic Bias,"nhà giàu, nhà nghèo khó",người nghèo,medium,Điều kiện kinh tế tạo ra lợi thế nhất định nhưng không quyết định hoàn toàn kết quả.,3
sinh viên trường tỉnh thường không đủ năng lực lãnh đạo nên không nên giao việc quan trọng.,Educational Bias,không đủ năng lực lãnh đạo,sinh viên trường tỉnh,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
Nhiều người nghĩ rằng người quan tâm chính trị không đáng tin.,Political Bias,không đáng tin,người quan tâm chính trị,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Học sinh hoàn thành bài tập nhóm. ở buổi họp.,Non-bias,none,none,low,Học sinh hoàn thành bài tập nhóm. ở buổi họp.,0
